EpochMs,Time_s,SampleIndex,PackNum,Marker,O1_V,O2_V,T3_V,T4_V
1764711148005,0.000000,0,0,0,0.384408172996686,0.3013659490260592,0.13310902892020124,0.19542750876189113
1764711148009,0.004000,1,0,0,0.37844541401425746,0.2945715852466443,0.13107579333857855,0.19353656152397303
1764711148013,0.008000,2,1,0,0.37359654769568224,0.2941954557375486,0.12939618053072027,0.19263552917054097
1764711148017,0.012000,3,1,0,0.36941487256514793,0.29746541735212073,0.1281884462246382,0.19213198865126482
1764711148021,0.016000,4,2,0,0.3641265527024772,0.2942408506783015,0.1266091600505448,0.1906129747514484
1764711148025,0.020000,5,2,0,0.35783954414324204,0.28652828839138833,0.12452633335717522,0.18857554299883175
1764711148029,0.024000,6,3,0,0.35244517559545097,0.2836668812435925,0.12271740218868464,0.18740061512052072
1764711148033,0.028000,7,3,0,0.3497027871158477,0.28803356936795177,0.12207996566769187,0.18749369382256872
1764711148037,0.032000,8,4,0,0.3458308656986863,0.28608425720620845,0.12076465679612808,0.18620546932742055
1764711148041,0.036000,9,4,0,0.3401164437450826,0.27684199985694874,0.11867229335049949,0.18384722122881053
1764711148045,0.040000,10,5,0,0.33633836397015,0.27382838614309896,0.11766139761104356,0.18314379038218534
1764711148049,0.044000,11,5,0,0.33436006008153923,0.27785404000667574,0.1172978566149298,0.18324373554585988
1764711148053,0.048000,12,6,0,0.33109658345850324,0.27686298071191856,0.11609088524902844,0.18204935269294042
1764711148057,0.052000,13,6,0,0.32583725532269986,0.2684195217318742,0.11419345301957419,0.17980745297189044
1764711148061,0.056000,14,7,0,0.32190658751162293,0.2649454736189591,0.11311274825358225,0.17893312352478363
1764711148065,0.060000,15,7,0,0.31962196314045255,0.2687559783515724,0.1125809789476194,0.1790830412702954
1764711148069,0.064000,16,8,0,0.31579391078368263,0.2678484610066042,0.11106158357771262,0.17775934005674368
1764711148073,0.068000,17,8,0,0.31136351715423316,0.2620775814796271,0.10971461268864888,0.17618806475454785
1764711148077,0.072000,18,9,0,0.3070319242781871,0.25816064659180316,0.10836153827813938,0.17505128388527288
1764711148081,0.076000,19,9,0,0.30420637531888517,0.26086488806237035,0.10744105095009894,0.1748761891137973
1764711148085,0.080000,20,10,0,0.3020606060606061,0.263232291443149,0.10656252533199818,0.17436997830388862
1764711148089,0.084000,21,10,0,0.2993868821972677,0.25937448441933103,0.10521441003266338,0.1727807739074458
1764711148093,0.088000,22,11,0,0.2944197601506807,0.2552732994778628,0.10368166320959397,0.17144219536037003
1764711148097,0.092000,23,11,0,0.290891161814844,0.2581389027966526,0.10255365615239731,0.17101952650025035
1764711148101,0.096000,24,12,0,0.2889021767637031,0.26411730205278594,0.10216493813031972,0.17107445819326228
1764711148105,0.100000,25,12,0,0.2854922156259686,0.2628183963951077,0.10115099063014091,0.16993844026416804
1764711148109,0.104000,26,13,0,0.2806750113248933,0.25734010442743727,0.0993706697184274,0.16819359607085807
1764711148113,0.108000,27,13,0,0.27745731111270056,0.25824838471258615,0.09840555038981474,0.1677262952101662
1764711148117,0.112000,28,14,0,0.2766947524020695,0.26439577521874924,0.0985497460839711,0.16818596666905086
1764711148121,0.116000,29,14,0,0.2742506735331283,0.2626783968719453,0.09775209212502682,0.16707932193691438
1764711148125,0.120000,30,15,0,0.27001406670958206,0.25485024914765275,0.0961049042748492,0.16509605893712898
1764711148129,0.124000,31,15,0,0.2683916744152779,0.25484948620747205,0.09577340676632573,0.16503044608158693
1764711148133,0.128000,32,16,0,0.26797930524759794,0.25897012612354864,0.09569367951744034,0.1653531697780321
1764711148137,0.132000,33,16,0,0.2659071597167585,0.2558954771952412,0.09474267458217105,0.1641427651813175
1764711148141,0.136000,34,17,0,0.26302706053453495,0.24754128221634122,0.09375695586867892,0.16262909186276614
1764711148145,0.140000,35,17,0,0.26136461388074295,0.24371475573993276,0.09334992728226403,0.16225525117421263
1764711148149,0.144000,36,18,0,0.26105142693655675,0.2458231409293565,0.09333009083756527,0.16253944639153137
1764711148153,0.148000,37,18,0,0.2592367737167108,0.24263405097394083,0.09259347209307871,0.16156135707984645
1764711148157,0.152000,38,19,0,0.2565176549126195,0.23474257921464844,0.09169663591064063,0.1601914979853611
1764711148161,0.156000,39,19,0,0.2541288892067806,0.23018134134420523,0.090824595284076,0.15950027418162746
1764711148165,0.160000,40,20,0,0.2524935269294042,0.2316503826621844,0.09011696826645686,0.15929161004220013
1764711148169,0.164000,41,20,0,0.2511496078010634,0.23303550056028421,0.08981865865579478,0.15908027561214028
1764711148173,0.168000,42,21,0,0.24815430465155092,0.2278280523567699,0.08881920701904966,0.15770507593638985
1764711148177,0.172000,43,21,0,0.24494194502062322,0.22352468826741054,0.08772820256061799,0.15665412583744606
1764711148181,0.176000,44,22,0,0.24417404572872708,0.22706968981713277,0.08755348925923277,0.1569219178408793
1764711148185,0.180000,45,22,0,0.24362892496960162,0.2308973607038123,0.0874550699759197,0.15695357985837924
1764711148189,0.184000,46,23,0,0.24106811625301006,0.22765257611520398,0.08663948692272846,0.15585456452804997
1764711148193,0.188000,47,23,0,0.23734496817108935,0.22189733686193167,0.0852024890923396,0.1542710821829626
1764711148197,0.192000,48,24,0,0.2367071501800062,0.2257814653219846,0.08533600362396586,0.15486503111365424
1764711148201,0.196000,49,24,0,0.23660491619578952,0.2304487518775481,0.08532608540161649,0.15508094318479843
1764711148205,0.200000,50,25,0,0.23464759316214864,0.22666266123071788,0.08436096607300383,0.1538018739718189
1764711148209,0.204000,51,25,0,0.2317961042367022,0.2198221395703693,0.08332985241875879,0.1525994802470019
1764711148213,0.208000,52,26,0,0.23112204658703478,0.22007848747109174,0.08322418520372887,0.15282721789094725
1764711148217,0.212000,53,26,0,0.23180411510859977,0.22387030016927736,0.08352669098538493,0.15345244736904848
1764711148221,0.216000,54,27,0,0.22957976301170638,0.21816350761748088,0.08234413370526668,0.15180411510859976
1764711148225,0.220000,55,27,0,0.22774374746680018,0.2112131225711084,0.0819233721955988,0.15090117540471593
1764711148229,0.224000,56,28,0,0.22725966192213243,0.20966435400424385,0.0818951434089121,0.15106101137257708
1764711148233,0.228000,57,28,0,0.22739355792384905,0.2119020575542999,0.08185470757933386,0.15131354457239587
1764711148237,0.232000,58,29,0,0.22660849247788667,0.20903035071406434,0.08148697041222612,0.15073981355649335
1764711148241,0.236000,59,29,0,0.22450048875855327,0.20021648427627972,0.08068130558138426,0.14953131631023056
1764711148245,0.240000,60,30,0,0.2233064873757242,0.19552440216484276,0.08028152492668622,0.14931883746989963
1764711148249,0.244000,61,30,0,0.2231191855613571,0.19577846124502302,0.08014915480533105,0.14952444984860405
1764711148253,0.248000,62,31,0,0.2229112843621105,0.19394320864029754,0.08018577593400568,0.14940810147104405
1764711148257,0.252000,63,31,0,0.22079870300169277,0.1846944662995017,0.07949073742936844,0.14827856853348592
1764711148261,0.256000,64,32,0,0.2183149512433541,0.1766519323844265,0.0785439286650931,0.14738478411177075
1764711148265,0.260000,65,32,0,0.21823751281501086,0.17703149512433541,0.07876441837732161,0.1480340462055647
1764711148269,0.264000,66,33,0,0.21791097441766208,0.1754590754118685,0.07875793338578548,0.14802794268411892
1764711148273,0.268000,67,33,0,0.21556760365257613,0.16640068664616264,0.07789962568247384,0.1467996089931574
1764711148277,0.272000,68,34,0,0.21253415349402763,0.15683570560045776,0.0768013732923253,0.1456407028586415
1764711148281,0.276000,69,34,0,0.21272336265884653,0.15745940919819756,0.07742736571060725,0.1465489831437904
1764711148285,0.280000,70,35,0,0.2128763321650812,0.15735526786352907,0.07768600243187183,0.14691443149035596
1764711148289,0.284000,71,35,0,0.21033345254273658,0.14784674439119758,0.0765061154423861,0.1453675702739432
1764711148293,0.288000,72,36,0,0.2081544953865961,0.13909162434732852,0.07589767064826074,0.14463285887990845
1764711148297,0.292000,73,36,0,0.20788059986171709,0.1380826359583244,0.07599608993157381,0.14513296616837137
1764711148301,0.296000,74,37,0,0.2083059390124693,0.13902906325250936,0.07621085759244689,0.1456777054574065
1764711148305,0.300000,75,37,0,0.20574207853515486,0.13015873924135135,0.0749966382948287,0.14402593996614454
1764711148309,0.304000,76,38,0,0.20393200295639322,0.12182933981832487,0.07466094461531125,0.14338316286388672
1764711148313,0.308000,77,38,0,0.20347423884796034,0.12020313282311709,0.07467391459838352,0.1437280118255728
1764711148317,0.312000,78,39,0,0.20421238347280835,0.12263996376034142,0.07508437641561166,0.14446577498033045
1764711148321,0.316000,79,39,0,0.20224399780654698,0.11619540805378728,0.0740971318217581,0.14308904942421857
1764711148325,0.320000,80,40,0,0.20028972653362898,0.10773745321030923,0.07359969482392771,0.1422204420284672
1764711148329,0.324000,81,40,0,0.19960918389242543,0.10507975109076605,0.07353064873757242,0.14239858856066567
1764711148333,0.328000,82,41,0,0.20006427771022578,0.10745287652290013,0.07368667000452996,0.1429395131487972
1764711148337,0.332000,83,41,0,0.19885349164342084,0.10389948263118995,0.07309424695419975,0.14215406623274443
1764711148341,0.336000,84,42,0,0.19686450659228,0.09629373196957776,0.07245795484347806,0.14113897432229455
1764711148345,0.340000,85,42,0,0.195638843191951,0.09305924707340915,0.07211348735188232,0.14103216269699353
1764711148349,0.344000,86,43,0,0.19563426555086666,0.09569596833798251,0.0720669480008583,0.14145788331783613
1764711148353,0.348000,87,43,0,0.19490298738764514,0.09517488019454975,0.07174002813341916,0.1411374484419331
1764711148357,0.352000,88,44,0,0.19268664616264933,0.08856209617814653,0.07091986743914361,0.13998121259804974
1764711148361,0.356000,89,44,0,0.19119586104951958,0.08537720239372482,0.07053267529742746,0.13982862456190545
1764711148365,0.360000,90,45,0,0.19058512743485206,0.08725899434947429,0.07013823522399447,0.13989767064826075
1764711148369,0.364000,91,45,0,0.19022120496864794,0.08851937152802614,0.07010313997568128,0.13989080418663424
1764711148373,0.368000,92,46,0,0.1885217557160909,0.08396538158929977,0.06959654769568224,0.13899167918365402
1764711148377,0.372000,93,46,0,0.18667429606847388,0.08013275159144553,0.06897856614929786,0.13845342488615503
1764711148381,0.376000,94,47,0,0.1860795841976015,0.08275993610375987,0.06867873065827433,0.1386052499821186
1764711148385,0.380000,95,47,0,0.18660296116157643,0.08737419831676323,0.06902663138068331,0.13907026202226833
1764711148389,0.384000,96,48,0,0.18525370145197054,0.08445709653577474,0.06850668764752164,0.13814023794196886
1764711148393,0.388000,97,48,0,0.1832414467253177,0.08007858283861431,0.0677212407314689,0.13725141263142837
1764711148397,0.392000,98,49,0,0.18278520849724628,0.08299225138878955,0.06760489235390887,0.13755658870371695
1764711148401,0.396000,99,49,0,0.1834104379753475,0.08860939846935126,0.06794020456333595,0.13808149154805333
1764711148405,0.400000,100,50,0,0.1824022125265241,0.08739136447082946,0.06754996066089693,0.13740133037694013
1764711148409,0.404000,101,50,0,0.17999933242734187,0.0825566125455976,0.06654860167370003,0.13621266957537612
1764711148413,0.408000,102,51,0,0.1792764466061083,0.08494270796080396,0.0664303459456882,0.1364739765872732
1764711148417,0.412000,103,51,0,0.17999704360679972,0.09182976897217653,0.06689993562692226,0.13719495505805498
1764711148421,0.416000,104,52,0,0.17926690985384927,0.09266061082898219,0.06667868297451303,0.13675550151395943
1764711148425,0.420000,105,52,0,0.17653024342560142,0.08751724960064851,0.0654862074720454,0.13529828576878145
1764711148429,0.424000,106,53,0,0.17575166297117517,0.08944291061678945,0.06538130319719619,0.13549741315594974
1764711148433,0.428000,107,53,0,0.17648637436520992,0.0967362372743962,0.06576391769782801,0.13624852776387003
1764711148437,0.432000,108,54,0,0.1760904084114155,0.09896440407219322,0.0655785232339127,0.1359475478625754
1764711148441,0.436000,109,54,0,0.17361123429416112,0.09426850725985265,0.06448255966430633,0.1345292420666142
1764711148445,0.440000,110,55,0,0.172769329804735,0.09526681448632668,0.06433302338888491,0.13458150346899364
1764711148449,0.444000,111,55,0,0.17355782848151063,0.10248461006604201,0.0647167822997878,0.13541158238561857
1764711148453,0.448000,112,56,0,0.17364518513220323,0.10638056409889612,0.06462141477719763,0.1353978494623656
1764711148457,0.452000,113,56,0,0.17088715637889518,0.10127916458050211,0.06325842214433874,0.13367398612402548
1764711148461,0.456000,114,57,0,0.17004982953055336,0.10141115323176693,0.06317411725436903,0.13373120663757956
1764711148465,0.460000,115,57,0,0.1708421429082326,0.10805025868440503,0.0635376582504828,0.13462995017046944
1764711148469,0.464000,116,58,0,0.17075135302672675,0.11158801230241042,0.06323095629783278,0.1345177979639034
1764711148473,0.468000,117,58,0,0.16892563717426032,0.1079155997425077,0.062398588560665665,0.13339513148797177
1764711148477,0.472000,118,59,0,0.16750389814748587,0.10561800538826503,0.061873685716329306,0.13291867534511123
1764711148481,0.476000,119,59,0,0.16794029993085854,0.11080752449753237,0.06208425720620843,0.1337201440049591
1764711148485,0.480000,120,60,0,0.16781975538230456,0.11466037241017572,0.06182333166440169,0.13366826407267005
1764711148489,0.484000,121,60,0,0.1664674439119758,0.11223689292611401,0.06134496817108934,0.1328908280285149
1764711148493,0.488000,122,61,0,0.16467033831628639,0.10843821376630189,0.060725079274253156,0.13220036716496197
1764711148497,0.492000,123,61,0,0.16489311684905705,0.11233683808978853,0.06093755811458408,0.13293202679827384
1764711148501,0.496000,124,62,0,0.16448227356173856,0.115374484419331,0.060503826621843934,0.1327451064539971
1764711148505,0.500000,125,62,0,0.16370331163722196,0.11372882244951482,0.06039777793672365,0.13229382733710035
1764711148509,0.504000,126,63,0,0.16211792194168276,0.10899516009822856,0.0599320029563932,0.13152821686574637
1764711148513,0.508000,127,63,0,0.1618775957847555,0.11025324845623823,0.059945354409555826,0.13184598145101686
1764711148517,0.512000,128,64,0,0.1621835347972248,0.11401149178647212,0.06005750661612188,0.13218091219035358
1764711148521,0.516000,129,64,0,0.1619386309992132,0.11314173998044966,0.060105190377416975,0.13187230288725174
1764711148525,0.520000,130,65,0,0.1602330782252104,0.10710421286031042,0.05947385737786997,0.13089955415683188
1764711148529,0.524000,131,65,0,0.15947013804448895,0.10596552464058365,0.05920263214362349,0.13086293302815727
1764711148533,0.528000,132,66,0,0.16025367761008988,0.11045924230503303,0.05958219488353241,0.1315804782681258
1764711148537,0.532000,133,66,0,0.1602098085496984,0.11082354624132752,0.05957494695181556,0.13135197768399973
1764711148541,0.536000,134,67,0,0.15868621700879765,0.10484285816465203,0.0590199079703407,0.13041394273180268
1764711148545,0.540000,135,67,0,0.15739570369310732,0.10156259685764013,0.05848966454473929,0.12998898505114084
1764711148549,0.544000,136,68,0,0.15833221276494291,0.10574808668907804,0.05904241470567199,0.13089612092601866
1764711148553,0.548000,137,68,0,0.15861450063180985,0.10666361490594378,0.05915532985241876,0.13089612092601866
1764711148557,0.552000,138,69,0,0.15738960017166154,0.10142259733447774,0.05867696635910641,0.13008816727463463
1764711148561,0.556000,139,69,0,0.15536132370121356,0.09605378728274086,0.05769162911570465,0.12914364733090147
1764711148565,0.560000,140,70,0,0.15633445390172376,0.10009088524902844,0.058355387072932315,0.1301904012588513
1764711148569,0.564000,141,70,0,0.1569936342178671,0.1025517488019455,0.05861554967455833,0.13048260734806763
1764711148573,0.568000,142,71,0,0.1556756550556708,0.09743432753975634,0.05801816751305343,0.12950985861764777
1764711148577,0.572000,143,71,0,0.15391936675965,0.09178513697160433,0.0573200772476933,0.12876179577045038
1764711148581,0.576000,144,72,0,0.154671244307751,0.09474648928307465,0.05776487137305391,0.1296407028586415
1764711148585,0.580000,145,72,0,0.15557723577235774,0.09788484371647235,0.0581039982833846,0.13017437951505614
1764711148589,0.584000,146,73,0,0.1546159311446487,0.09381379491214267,0.057579476909138595,0.1294171613856901
1764711148593,0.588000,147,73,0,0.15186171709224425,0.0856667381923086,0.05626607538802661,0.12793667596500014
1764711148597,0.592000,148,74,0,0.1525205159382972,0.08800705719667168,0.05692029659299526,0.12890866175523927
1764711148601,0.596000,149,74,0,0.1537038361585962,0.09215020384807954,0.05747228381374723,0.1296860977993944
1764711148605,0.600000,150,75,0,0.1524865651002551,0.08797653958944282,0.056763512385857,0.12871334906897455
1764711148609,0.604000,151,75,0,0.1507985599504089,0.08163726962782825,0.05621343251555683,0.1279504088882531
1764711148613,0.608000,152,76,0,0.15070967741935484,0.0818367784850869,0.056375557303960135,0.12840245094533057
1764711148617,0.612000,153,76,0,0.15170340700474455,0.08586090646830222,0.05684247669456167,0.1291821758100279
1764711148621,0.616000,154,77,0,0.15071044035953557,0.08295791908065708,0.05631032591850845,0.12838528479126435
1764711148625,0.620000,155,77,0,0.14915442386095415,0.07690704050735522,0.05588880146865985,0.12761090050783205
1764711148629,0.624000,156,78,0,0.1487061965047803,0.07594764323009799,0.05593076317859953,0.12783558639105452
1764711148633,0.628000,157,78,0,0.1495591636268269,0.07999275206828314,0.056336265884652986,0.12860653744367356
1764711148637,0.632000,158,79,0,0.14898543261092434,0.07857673509286413,0.056024604820828265,0.12815563979686717
1764711148641,0.636000,159,79,0,0.1474698519419212,0.07245528455284553,0.05549893903631119,0.12727291800777246
1764711148645,0.640000,160,80,0,0.14665503182891068,0.06996199604224781,0.055294852537968196,0.12719929428033283
1764711148649,0.644000,161,80,0,0.14726042486231314,0.07349364613880743,0.05555158190878096,0.12785771165629545
1764711148653,0.648000,162,81,0,0.14727034308466252,0.0741398564718785,0.055562644541401425,0.1278203275874401
1764711148657,0.652000,163,81,0,0.14595236392246622,0.06901327992752068,0.05510182867224567,0.12695515342250197
1764711148661,0.656000,164,82,0,0.14495977874734758,0.06600767708556851,0.054834418138902795,0.1267304675392795
1764711148665,0.660000,165,82,0,0.1452977612474072,0.06911169921083375,0.055008749970197654,0.12722447130629663
1764711148669,0.664000,166,83,0,0.14361814843954893,0.06389242543451827,0.05446362921107217,0.12629597310635862
1764711148673,0.668000,167,83,0,0.14337896669289274,0.06590048399017714,0.054318289106644733,0.12652676251102687
1764711148677,0.672000,168,84,0,0.1442807619865055,0.07032515556827122,0.05482869608754739,0.12716267315165822
1764711148681,0.676000,169,84,0,0.14341482488138665,0.06775824333023389,0.05450978709200582,0.12645237584340654
1764711148685,0.680000,170,85,0,0.1418603342631667,0.06355329852418759,0.05392270462294066,0.1257123238681067
1764711148689,0.684000,171,85,0,0.1416287819183177,0.0658028276470448,0.053862050878573306,0.1260300884533772
1764711148693,0.688000,172,86,0,0.1427091052142193,0.07153632310516654,0.054406027227427704,0.12679493598455047
1764711148697,0.692000,173,86,0,0.1421437665403047,0.07056052261402379,0.05417371194239802,0.12626698137949122
1764711148701,0.696000,174,87,0,0.14033292802136232,0.06570211954318957,0.0533783468039959,0.12522366068235463
1764711148705,0.700000,175,87,0,0.14007085806928452,0.06714827265574709,0.05338673914598384,0.1255181555921131
1764711148709,0.704000,176,88,0,0.141256848580216,0.07317817037407912,0.05392613785375391,0.1263547195002742
1764711148713,0.708000,177,88,0,0.1412415897766016,0.07393805879407768,0.0538921870157118,0.12617962472879862
1764711148717,0.712000,178,89,0,0.13907598407362373,0.06841933099682904,0.05280080108718976,0.12480556946331926
1764711148721,0.716000,179,89,0,0.13838094556898647,0.06859976634956966,0.05268445270962974,0.12492611401187326
1764711148725,0.720000,180,90,0,0.13970998736380327,0.07510001668931646,0.053344014495863436,0.12590115156283527
