trial_index,CueShowTime,ObjShowTime,ReactionTime,RT_ms,Eccentricity,VerticalEccentricity,StimType,Correct,mean_step,path_len,n_steps
0,1762207944859,1762207946325,1762207946903,578.0,-24,0,CanvasP,True,0.07697020028613145,8.851573032905117,115
1,1762207947413,1762207948724,1762207949158,434.0,-8,0,CanvasB,True,0.07680283706923727,6.605043987954405,86
2,1762207949670,1762207951192,1762207951748,556.0,0,0,CanvasP,True,0.05755177803400412,6.388247361774457,111
3,1762207952257,1762207953636,1762207954214,578.0,0,0,CanvasE,True,0.06771115487848593,7.7867828110258825,115
4,1762207954725,1762207956181,1762207956780,599.0,-24,0,CanvasE,True,0.03755569126049452,4.469127259998848,119
5,1762207957292,1762207958169,1762207958948,779.0,8,0,CanvasP,True,0.19870378624817864,30.79908686846769,155
6,1762207959458,1762207960647,1762207961237,590.0,8,0,CanvasE,True,0.10885493392739558,12.844882203432679,118
7,1762207961748,1762207963159,1762207963793,634.0,24,0,CanvasB,True,0.3030665287587376,38.186382623600934,126
8,1762207964303,1762207965048,1762207965672,624.0,-16,0,CanvasE,True,0.2289596652196514,28.39099848723677,124
9,1762207966181,1762207967124,1762207967726,602.0,16,0,CanvasB,True,0.19870567057231436,23.844680468677723,120
10,1762207968237,1762207969716,1762207970270,554.0,-16,0,CanvasB,True,0.02777903641065061,3.055694005171567,110
11,1762207970780,1762207971548,1762207972027,479.0,8,0,CanvasP,True,0.08835313880110604,8.393548186105074,95
12,1762207972537,1762207973437,1762207974237,800.0,8,0,CanvasP,True,0.1448270837032462,23.17233339251939,160
13,1762207974747,1762207976248,1762207976804,556.0,8,0,CanvasE,True,0.2688458444613369,29.841888735208396,111
14,1762207977315,1762207978203,1762207978672,469.0,0,0,CanvasB,True,0.08812210576360134,8.195355836014924,93
15,1762207979181,1762207979960,1762207980383,423.0,-8,0,CanvasP,True,0.11394624031822202,9.457537946412428,83
16,1762207980892,1762207982048,1762207982548,500.0,-8,0,CanvasB,True,0.035216485231537364,3.486432037922199,99
17,1762207983060,1762207984392,1762207985016,624.0,-8,0,CanvasP,True,0.020771233846436348,2.5756329969581073,124
18,1762207985525,1762207986493,1762207987260,767.0,-24,0,CanvasP,True,0.05784021679444415,8.79171295275551,152
19,1762207987771,1762207989446,1762207990103,657.0,16,0,CanvasB,True,0.016388483891996392,2.146891389851527,131
20,1762207990614,1762207991559,1762207992415,856.0,-8,0,CanvasB,True,0.031159458728811384,5.297107983897935,170
21,1762207992926,1762207993971,1762207994517,546.0,24,0,CanvasB,True,0.38978121883841793,42.096371634549136,108
22,1762207995026,1762207996492,1762207997139,647.0,-8,0,CanvasP,True,0.25596126625349724,32.76304208044765,128
23,1762207997648,1762207998627,1762207999182,555.0,0,0,CanvasB,True,0.11511594432425923,12.777869819992775,111
24,1762207999693,1762208000560,1762208001061,501.0,16,0,CanvasB,True,0.2661209178973779,26.345970871840414,99
25,1762208001571,1762208002895,1762208003459,564.0,-8,0,CanvasP,True,0.22730174391010508,25.45779531793177,112
26,1762208003971,1762208005115,1762208006017,902.0,-16,0,CanvasE,True,0.27803953384368185,50.04711609186273,180
27,1762208006526,1762208007316,1762208007794,478.0,0,0,CanvasB,True,0.035072624413829974,3.2968266949000173,94
28,1762208008303,1762208009516,1762208010116,600.0,-16,0,CanvasP,True,0.1334532311867651,16.014387742411813,120
29,1762208010627,1762208012094,1762208012675,581.0,-24,0,CanvasP,True,0.2415474545643005,27.777957274894558,115
30,1762208013182,1762208014241,1762208014960,719.0,-16,0,CanvasP,True,0.11036248823711148,15.781835817906941,143
31,1762208015472,1762208017128,1762208017661,533.0,0,0,CanvasE,True,0.1899410653687411,20.13375292908656,106
32,1762208018171,1762208019650,1762208020207,557.0,16,0,CanvasE,True,0.10276119882200144,11.40649306924216,111
33,1762208020715,1762208022129,1762208022751,622.0,0,0,CanvasP,True,0.1502916890520491,14.127418770892614,94
34,1762208023261,1762208024861,1762208025373,512.0,0,0,CanvasP,False,0.23486880670310753,23.956618283716967,102
35,1762208025883,1762208026617,1762208027695,1078.0,8,0,CanvasP,True,0.10501038284802434,22.577232312325233,215
36,1762208028206,1762208029360,1762208029851,491.0,8,0,CanvasB,True,0.04399576517926248,4.267589222388461,97
37,1762208030360,1762208031461,1762208032041,580.0,16,0,CanvasB,True,0.20116098246541386,23.133512983522593,115
38,1762208032550,1762208033806,1762208034406,600.0,24,0,CanvasB,True,0.08694562016280853,10.346528799374216,119
39,1762208034917,1762208036561,1762208037106,545.0,8,0,CanvasE,True,0.2257436375543241,24.380312855867004,108
40,1762208037619,1762208039195,1762208039874,679.0,16,0,CanvasP,True,0.15326945584147628,20.691376538599297,135
41,1762208040383,1762208041572,1762208042096,524.0,8,0,CanvasB,True,0.17878051962949695,18.593174041467684,104
42,1762208042605,1762208043429,1762208043973,544.0,-16,0,CanvasB,True,0.31607022199440526,34.13558397539577,108
43,1762208044483,1762208046173,1762208046806,633.0,8,0,CanvasP,True,0.15709102420859844,19.793469050283402,126
44,1762208047317,1762208048696,1762208049307,611.0,24,0,CanvasP,True,0.12660211382879535,15.445457887113035,122
45,1762208049818,1762208050762,1762208051307,545.0,-24,0,CanvasP,True,0.06081857335722028,6.568405922579791,108
46,1762208051818,1762208053318,1762208053897,579.0,-8,0,CanvasB,True,0.13527454540651124,15.556572721748791,115
47,1762208054409,1762208055396,1762208056009,613.0,-24,0,CanvasE,False,0.29336341949200995,35.4969737585332,121
48,1762208056517,1762208057708,1762208058297,589.0,0,0,CanvasE,True,0.1240526169946864,14.514156188378308,117
49,1762208058807,1762208059696,1762208060097,401.0,-8,0,CanvasE,True,0.10888851607656017,8.711081286124813,80
50,1762208060606,1762208062151,1762208062651,500.0,24,0,CanvasE,True,0.3260208228798079,32.27606146510098,99
51,1762208063162,1762208064396,1762208065164,768.0,16,0,CanvasB,True,0.15409647189574033,23.57676020004827,153
52,1762208065675,1762208067162,1762208067707,545.0,0,0,CanvasE,True,0.17858955423689182,19.287671857584318,108
53,1762208068218,1762208069680,1762208070176,496.0,24,0,CanvasE,True,0.33250127590210915,32.917626314308805,99
54,1762208070684,1762208071533,1762208072149,616.0,-24,0,CanvasP,True,0.3067355269009547,37.42173428191647,122
55,1762208072664,1762208073707,1762208074586,879.0,8,0,CanvasP,True,0.14444448522416253,25.13334042900428,174
56,1762208075097,1762208076775,1762208077419,644.0,-8,0,CanvasB,True,0.12675425231599824,16.224544296447775,128
57,1762208077928,1762208079475,1762208080318,843.0,-24,0,CanvasE,True,0.29643021424388405,49.50384577872864,167
58,1762208080829,1762208082107,1762208083342,1235.0,-16,0,CanvasP,True,0.22271790574561484,54.78860481342125,246
59,1762208083853,1762208085485,1762208085976,491.0,0,0,CanvasB,True,0.06003822325069107,5.823707655317033,97
60,1762208086485,1762208087953,1762208088786,833.0,24,0,CanvasP,True,0.2185198598163171,36.27429672950864,166
61,1762208089288,1762208090075,1762208090553,478.0,24,0,CanvasP,False,0.34850348026537215,32.75932714494498,94
62,1762208091066,1762208092519,1762208093119,600.0,16,0,CanvasE,True,0.23604607254563714,28.08948263293082,119
63,1762208093630,1762208095043,1762208095689,646.0,0,0,CanvasP,True,0.13008294220504946,16.65061660224633,128
64,1762208096197,1762208097230,1762208098765,1535.0,-24,0,CanvasE,True,0.24578398320153708,75.20989885967035,306
65,1762208099275,1762208100877,1762208101442,565.0,16,0,CanvasE,True,0.17917131181579574,20.06718692336912,112
66,1762208101953,1762208103644,1762208104143,499.0,24,0,CanvasE,True,0.2781202097322978,27.53390076349748,99
67,1762208104653,1762208106219,1762208106809,590.0,-24,0,CanvasP,True,0.09992012526815561,11.690654656374207,117
68,1762208107318,1762208108898,1762208109553,655.0,-16,0,CanvasE,True,0.23707480631589037,30.819724821065748,130
69,1762208110063,1762208111353,1762208111920,567.0,-16,0,CanvasE,True,0.04266063707468557,4.777991352364784,112
70,1762208112433,1762208113312,1762208113812,500.0,-16,0,CanvasE,True,0.2861259367078484,28.326467734076992,99
71,1762208114320,1762208115799,1762208116288,489.0,-24,0,CanvasE,True,0.3388005886743844,32.863657101415285,97
72,1762208116798,1762208117931,1762208118709,778.0,16,0,CanvasP,True,0.2308994685362133,35.78941762311306,155
73,1762208119222,1762208120321,1762208120766,445.0,-8,0,CanvasP,True,0.18295811852204905,16.100314429940315,88
74,1762208121276,1762208122410,1762208122934,524.0,-16,0,CanvasP,True,0.520543322770983,54.13650556818223,104
75,1762208123443,1762208124786,1762208125433,647.0,8,0,CanvasE,True,0.2633014963391398,33.96589302774903,129
76,1762208125943,1762208127052,1762208127544,492.0,24,0,CanvasP,True,0.3938506618502255,38.5973648613221,98
77,1762208128052,1762208129010,1762208129488,478.0,0,0,CanvasE,True,0.03671688036266386,3.4881036344530663,95
78,1762208129998,1762208131164,1762208131756,592.0,-16,0,CanvasE,True,0.27011830636709583,31.87396015131731,118
79,1762208132268,1762208133442,1762208134011,569.0,0,0,CanvasB,True,0.17329111501205707,19.581895996362448,113
80,1762208134519,1762208135620,1762208136254,634.0,16,0,CanvasE,True,0.32379358493223437,40.797991701461534,126
81,1762208136766,1762208137977,1762208138510,533.0,24,0,CanvasB,False,0.3922447941912902,41.577948184276764,106
82,1762208139021,1762208140565,1762208141200,635.0,-8,0,CanvasP,True,0.15293230627086488,19.269470590128975,126
83,1762208141710,1762208142811,1762208143411,600.0,-16,0,CanvasE,True,0.2412971047177691,28.714355461414524,119
84,1762208143921,1762208144865,1762208145522,657.0,-16,0,CanvasE,True,0.3894937962501732,51.02368730877269,131
85,1762208146033,1762208146821,1762208147535,714.0,-24,0,CanvasB,True,0.32708435757140586,46.44597877513963,142
86,1762208148044,1762208149754,1762208150312,558.0,24,0,CanvasE,True,0.496549054466845,55.1169450458198,111
87,1762208150821,1762208152234,1762208152922,688.0,24,0,CanvasP,True,0.35841679649427727,48.744684323221705,136
88,1762208153434,1762208154178,1762208154700,522.0,-8,0,CanvasB,True,0.07476719054273301,7.7757878164442324,104
89,1762208155209,1762208156632,1762208157180,548.0,16,0,CanvasE,True,0.21091162055856777,22.989366640883887,109
90,1762208157689,1762208158700,1762208159177,477.0,-24,0,CanvasP,True,0.45428177106106965,43.15676825080162,95
91,1762208159688,1762208161132,1762208161823,691.0,16,0,CanvasP,True,0.18961555774486616,25.977331411046663,137
92,1762208162332,1762208163633,1762208164167,534.0,8,0,CanvasP,True,0.20357740456140244,21.57920488350866,106
